Category,Verb,Object,Temp,Difficulty,Desc,,,,,,,,
Physical Activity,Face,a fear of heights head-on,In the Next Hour,Hard,Face a fear of heights head-on. A chance to redefine your limits.,,,,,,,,
Physical Activity,Face,a fear of heights head-on,Today,Hard,Face a fear of heights head-on. Now is your time.,,,,,,,,
Physical Activity,Face,the uncertainty of the path,Now,Hard,Face the uncertainty of the path. The journey won't wait. Now.,,,,,,,,
Physical Activity,Face,the uncertainty of the path,In the Next Hour,Hard,Face the uncertainty of the path. Prove what you are capable of.,,,,,,,,
Physical Activity,Face,the uncertainty of the path,Today,Hard,Face the uncertainty of the path. A chance to redefine your limits. Today.,,,,,,,,
Physical Activity,Face,a challenge with courage,Now,Hard,Face a challenge with courage. Now is your time. Now.,,,,,,,,
Physical Activity,Face,a challenge with courage,In the Next Hour,Hard,Gather your strength and Face a challenge with courage.,,,,,,,,
Physical Activity,Face,a challenge with courage,Today,Hard,Face a challenge with courage. Push beyond what you think is possible. Today.,,,,,,,,
Physical Activity,Face,a storm that tries to stop you,Now,Hard,Face a storm that tries to stop you. Now is your time.,,,,,,,,
Physical Activity,Face,a storm that tries to stop you,In the Next Hour,Hard,Face a storm that tries to stop you. A chance to redefine your limits.,,,,,,,,
Physical Activity,Face,a storm that tries to stop you,Today,Hard,Gather your strength and Face a storm that tries to stop you.,,,,,,,,
Physical Activity,Hold,a pose that strengthens your core,Now,Hard,Hold a pose that strengthens your core. Prove what you are capable of. Now.,,,,,,,,
Physical Activity,Hold,a pose that strengthens your core,In the Next Hour,Hard,Hold a pose that strengthens your core. Push beyond what you think is possible.,,,,,,,,
Physical Activity,Hold,a pose that strengthens your core,Today,Hard,Hold a pose that strengthens your core. Step into your power.,,,,,,,,
Physical Activity,Hold,your ground when it matters most,Now,Hard,Hold your ground when it matters most. Now is your time.,,,,,,,,
Physical Activity,Hold,your ground when it matters most,In the Next Hour,Hard,Hold your ground when it matters most. Embrace the challenge head-on.,,,,,,,,
Physical Activity,Hold,your ground when it matters most,Today,Hard,Hold your ground when it matters most. Prove what you are capable of.,,,,,,,,
Physical Activity,Hold,a friend's hand to keep them steady,Now,Hard,Hold a friend's hand to keep them steady. A chance to redefine your limits. Now.,,,,,,,,
Physical Activity,Hold,a friend's hand to keep them steady,In the Next Hour,Hard,Hold a friend's hand to keep them steady. Now is your time.,,,,,,,,
Physical Activity,Hold,a friend's hand to keep them steady,Today,Hard,Hold a friend's hand to keep them steady. Push beyond what you think is possible.,,,,,,,,
Physical Activity,Hold,the line when others falter,Now,Hard,Hold the line when others falter. Embrace the challenge head-on.,,,,,,,,
Physical Activity,Hold,the line when others falter,In the Next Hour,Hard,Hold the line when others falter. Step into your power.,,,,,,,,
Physical Activity,Hold,the line when others falter,Today,Hard,Hold the line when others falter. Push beyond what you think is possible.,,,,,,,,
Physical Activity,Hold,a promise to yourself,Now,Hard,Gather your strength and Hold a promise to yourself.,,,,,,,,
Physical Activity,Hold,a promise to yourself,In the Next Hour,Hard,Hold a promise to yourself. A chance to redefine your limits.,,,,,,,,
Physical Activity,Hold,a promise to yourself,Today,Hard,Hold a promise to yourself. Embrace the challenge head-on.,,,,,,,,
Physical Activity,Leap,over hurdles with determination,Now,Hard,Leap over hurdles with determination. Step into your power.,,,,,,,,
Physical Activity,Leap,over hurdles with determination,In the Next Hour,Hard,Leap over hurdles with determination. A chance to redefine your limits.,,,,,,,,
Physical Activity,Leap,over hurdles with determination,Today,Hard,Leap over hurdles with determination. Prove what you are capable of.,,,,,,,,
Physical Activity,Leap,into action without hesitation,Now,Hard,Leap into action without hesitation. The journey won't wait.,,,,,,,,
Physical Activity,Leap,into action without hesitation,In the Next Hour,Hard,Leap into action without hesitation. Step into your power.,,,,,,,,
Physical Activity,Leap,into action without hesitation,Today,Hard,Leap into action without hesitation. Prove what you are capable of.,,,,,,,,
Physical Activity,Leap,across the divide of doubt,Now,Hard,Leap across the divide of doubt. Embrace the challenge head-on. Now.,,,,,,,,
Physical Activity,Leap,across the divide of doubt,In the Next Hour,Hard,Leap across the divide of doubt. Now is your time.,,,,,,,,
Physical Activity,Leap,across the divide of doubt,Today,Hard,Leap across the divide of doubt. The world will notice.,,,,,,,,
Physical Activity,Leap,towards a brighter future,Now,Hard,Leap towards a brighter future. Step into your power.,,,,,,,,
Physical Activity,Leap,towards a brighter future,In the Next Hour,Hard,Leap towards a brighter future. Push beyond what you think is possible.,,,,,,,,
Physical Activity,Leap,towards a brighter future,Today,Hard,Leap towards a brighter future. A chance to redefine your limits.,,,,,,,,
Physical Activity,Leap,over the limits of fear,Now,Hard,Leap over the limits of fear. The journey won't wait. Now.,,,,,,,,
Physical Activity,Leap,over the limits of fear,In the Next Hour,Hard,Gather your strength and Leap over the limits of fear.,,,,,,,,
Physical Activity,Leap,over the limits of fear,Today,Hard,Leap over the limits of fear. Push beyond what you think is possible.,,,,,,,,
Physical Activity,March,through the mud with pride,Now,Hard,March through the mud with pride. Embrace the challenge head-on.,,,,,,,,
Physical Activity,March,through the mud with pride,In the Next Hour,Hard,Gather your strength and March through the mud with pride. in the next hour.,,,,,,,,
Physical Activity,March,through the mud with pride,Today,Hard,March through the mud with pride. The world will notice.,,,,,,,,
Physical Activity,March,towards the goal with purpose,Now,Hard,March towards the goal with purpose. The journey won't wait.,,,,,,,,
Physical Activity,March,towards the goal with purpose,In the Next Hour,Hard,March towards the goal with purpose. The world will notice.,,,,,,,,
Physical Activity,March,towards the goal with purpose,Today,Hard,March towards the goal with purpose. A chance to redefine your limits. Today.,,,,,,,,
Physical Activity,March,into a new day with hope,Now,Hard,March into a new day with hope. A chance to redefine your limits.,,,,,,,,
Physical Activity,March,into a new day with hope,In the Next Hour,Hard,March into a new day with hope. Step into your power. in the next hour.,,,,,,,,
Physical Activity,March,into a new day with hope,Today,Hard,March into a new day with hope. Embrace the challenge head-on.,,,,,,,,
Physical Activity,March,with a steady heart,Now,Hard,March with a steady heart. The world will notice. Now.,,,,,,,,
Physical Activity,March,with a steady heart,In the Next Hour,Hard,March with a steady heart. Push beyond what you think is possible. in the next hour.,,,,,,,,
Physical Activity,March,with a steady heart,Today,Hard,Gather your strength and March with a steady heart. Today.,,,,,,,,
Physical Activity,March,forward despite the weight of the past,Now,Hard,March forward despite the weight of the past. Push beyond what you think is possible.,,,,,,,,
Physical Activity,March,forward despite the weight of the past,In the Next Hour,Hard,March forward despite the weight of the past. A chance to redefine your limits.,,,,,,,,
Physical Activity,March,forward despite the weight of the past,Today,Hard,March forward despite the weight of the past. It's a moment to transform.,,,,,,,,
Physical Activity,Overcome,a steep incline that dares you,Now,Hard,Overcome a steep incline that dares you. The journey won't wait.,,,,,,,,
Physical Activity,Overcome,a steep incline that dares you,In the Next Hour,Hard,Overcome a steep incline that dares you. Embrace the challenge head-on.,,,,,,,,
Physical Activity,Overcome,a steep incline that dares you,Today,Hard,Overcome a steep incline that dares you. Prove what you are capable of.,,,,,,,,
Physical Activity,Overcome,the doubts that hold you back,Now,Hard,Overcome the doubts that hold you back. Push beyond what you think is possible.,,,,,,,,
Physical Activity,Overcome,the doubts that hold you back,In the Next Hour,Hard,Gather your strength and Overcome the doubts that hold you back.,,,,,,,,
Physical Activity,Overcome,the doubts that hold you back,Today,Hard,Overcome the doubts that hold you back. Now is your time.,,,,,,,,
Physical Activity,Overcome,the fatigue in your legs,Now,Hard,Gather your strength and Overcome the fatigue in your legs. Now.,,,,,,,,
Physical Activity,Overcome,the fatigue in your legs,In the Next Hour,Hard,Overcome the fatigue in your legs. Now is your time.,,,,,,,,
Physical Activity,Overcome,the fatigue in your legs,Today,Hard,Overcome the fatigue in your legs. It's a moment to transform. Today.,,,,,,,,
Physical Activity,Overcome,a wall built by hesitation,Now,Hard,Overcome a wall built by hesitation. Step into your power.,,,,,,,,
Physical Activity,Overcome,a wall built by hesitation,In the Next Hour,Hard,Overcome a wall built by hesitation. The journey won't wait.,,,,,,,,
Physical Activity,Overcome,a wall built by hesitation,Today,Hard,Overcome a wall built by hesitation. Prove what you are capable of.,,,,,,,,
Physical Activity,Overcome,a fear that grips your heart,Now,Hard,Overcome a fear that grips your heart. The world will notice.,,,,,,,,
Physical Activity,Overcome,a fear that grips your heart,In the Next Hour,Hard,Overcome a fear that grips your heart. Embrace the challenge head-on. in the next hour.,,,,,,,,
Physical Activity,Overcome,a fear that grips your heart,Today,Hard,Overcome a fear that grips your heart. Now is your time.,,,,,,,,
Physical Activity,Pull,yourself up to new heights,Now,Hard,Pull yourself up to new heights. The journey won't wait.,,,,,,,,
Physical Activity,Pull,yourself up to new heights,In the Next Hour,Hard,Pull yourself up to new heights. A chance to redefine your limits.,,,,,,,,
Physical Activity,Pull,yourself up to new heights,Today,Hard,Pull yourself up to new heights. Now is your time.,,,,,,,,
Physical Activity,Pull,a friend out of harm's way,Now,Hard,Pull a friend out of harm's way. Prove what you are capable of. Now.,,,,,,,,
Physical Activity,Pull,a friend out of harm's way,In the Next Hour,Hard,Pull a friend out of harm's way. A chance to redefine your limits.,,,,,,,,
Physical Activity,Pull,a friend out of harm's way,Today,Hard,Pull a friend out of harm's way. Push beyond what you think is possible.,,,,,,,,
Physical Activity,Pull,through the struggle with grit,Now,Hard,Pull through the struggle with grit. It's a moment to transform.,,,,,,,,
Physical Activity,Pull,through the struggle with grit,In the Next Hour,Hard,Gather your strength and Pull through the struggle with grit.,,,,,,,,
Physical Activity,Pull,through the struggle with grit,Today,Hard,Pull through the struggle with grit. Embrace the challenge head-on.,,,,,,,,
Physical Activity,Pull,your dreams closer to reality,Now,Hard,Pull your dreams closer to reality. A chance to redefine your limits.,,,,,,,,
Physical Activity,Pull,your dreams closer to reality,In the Next Hour,Hard,Pull your dreams closer to reality. Step into your power.,,,,,,,,
